OBSNUM	XVAL	PROB_AVG	AREA1	AREACORR	AREATOT	PERCENT
3677	18.385	0.00215268363620318	1.07634181810159e-05	1.07423648949603e-05	0.994671997552477	45.9625
3678	18.39	0.00214847693424741	1.0742384671237e-05	1.07213709377349e-05	0.994682718923414	45.975
3679	18.395	0.00214427813578004	1.07213906789002e-05	1.07004164277286e-05	0.994693419339842	45.9875
3680	18.4	0.00214008722676789	1.07004361338394e-05	1.06795012948895e-05	0.994704098841137	46
3681	18.405	0.00213590419320056	1.06795209660028e-05	1.06586254692794e-05	0.994714757466606	46.0125
3682	18.41	0.0021317290210904	1.0658645105452e-05	1.06377888810738e-05	0.994725395255487	46.025
3683	18.415	0.00212756169647248	1.06378084823624e-05	1.06169914605614e-05	0.994736012246948	46.0375
3684	18.42	0.00212340220540456	1.06170110270228e-05	1.05962331381445e-05	0.994746608480086	46.05
3685	18.425	0.00211925053396704	1.05962526698352e-05	1.05755138443383e-05	0.99475718399393	46.0625
3686	18.43	0.00211510666826296	1.05755333413148e-05	1.0554833509771e-05	0.99476773882744	46.075
3687	18.435	0.00211097059441796	1.05548529720898e-05	1.05341920651836e-05	0.994778273019505	46.0875
3688	18.44	0.00210684229858022	1.05342114929011e-05	1.05135894414299e-05	0.994788786608947	46.1
3689	18.445	0.00210272176692047	1.05136088346024e-05	1.04930255694761e-05	0.994799279634516	46.1125
3690	18.45	0.00209860898563194	1.04930449281597e-05	1.04725003804007e-05	0.994809752134897	46.125
3691	18.455	0.00209450394093032	1.04725197046516e-05	1.04520138053944e-05	0.994820204148702	46.1375
3692	18.46	0.00209040661905375	1.04520330952687e-05	1.04315657757602e-05	0.994830635714478	46.15
3693	18.465	0.00208631700626276	1.04315850313138e-05	1.04111562229125e-05	0.994841046870701	46.1625
3694	18.47	0.00208223508884028	1.04111754442014e-05	1.03907850783779e-05	0.994851437655779	46.175
3695	18.475	0.00207816085309157	1.03908042654578e-05	1.03704522737942e-05	0.994861808108053	46.1875
3696	18.48	0.00207409428534421	1.0370471426721e-05	1.03501577409111e-05	0.994872158265794	46.2
3697	18.485	0.00207003537194807	1.03501768597403e-05	1.03299014115889e-05	0.994882488167205	46.2125
3698	18.49	0.00206598409927526	1.03299204963763e-05	1.03096832177997e-05	0.994892797850423	46.225
3699	18.495	0.00206194045372014	1.03097022686007e-05	1.02895030916261e-05	0.994903087353515	46.2375
3700	18.5	0.00205790442169922	1.02895221084961e-05	1.02693609652616e-05	0.99491335671448	46.25
3701	18.505	0.00205387598965122	1.02693799482561e-05	1.02492567710105e-05	0.994923605971251	46.2625
3702	18.51	0.00204985514403694	1.02492757201847e-05	1.02291904412875e-05	0.994933835161692	46.275
3703	18.515	0.00204584187133933	1.02292093566966e-05	1.02091619086177e-05	0.994944044323601	46.2875
3704	18.52	0.00204183615806337	1.02091807903169e-05	1.01891711056363e-05	0.994954233494706	46.3
3705	18.525	0.00203783799073611	1.01891899536806e-05	1.01692179650885e-05	0.994964402712672	46.3125
3706	18.53	0.00203384735590658	1.01692367795329e-05	1.01493024198297e-05	0.994974552015091	46.325
3707	18.535	0.00202986424014581	1.01493212007291e-05	1.01294244028246e-05	0.994984681439494	46.3375
3708	18.54	0.00202588863004677	1.01294431502339e-05	1.01095838471479e-05	0.994994791023341	46.35
3709	18.545	0.00202192051222434	1.01096025611217e-05	1.00897806859834e-05	0.995004880804027	46.3625
3710	18.55	0.0020179598733153	1.00897993665765e-05	1.00700148526244e-05	0.99501495081888	46.375
3711	18.555	0.00201400669997827	1.00700334998913e-05	1.00502862804732e-05	0.99502500110516	46.3875
3712	18.56	0.00201006097889371	1.00503048944685e-05	1.00305949030411e-05	0.995035031700063	46.4
3713	18.565	0.00200612269676386	1.00306134838193e-05	1.00109406539483e-05	0.995045042640717	46.4125
3714	18.57	0.00200219184031274	1.00109592015637e-05	9.99132346692356e-06	0.995055033964184	46.425
3715	18.575	0.0019982683962861	9.99134198143052e-06	9.97174327580428e-06	0.99506500570746	46.4375
3716	18.58	0.00199435235145139	9.97176175725697e-06	9.95220001453612e-06	0.995074957907474	46.45
3717	18.585	0.00199044369259774	9.95221846298872e-06	9.93269361717306e-06	0.995084890601092	46.4625
3718	18.59	0.00198654240653592	9.93271203267962e-06	9.91322401787706e-06	0.99509480382511	46.475
3719	18.595	0.00198264848009831	9.91324240049156e-06	9.89379115091802e-06	0.99510469761626	46.4875
3720	18.6	0.00197876190013888	9.8938095006944e-06	9.87439495067362e-06	0.995114572011211	46.5
3721	18.605	0.00197488265353315	9.87441326766573e-06	9.85503535162918e-06	0.995124427046563	46.5125
3722	18.61	0.00197101072717816	9.85505363589078e-06	9.83571228837742e-06	0.995134262758851	46.525
3723	18.615	0.00196714610799244	9.8357305399622e-06	9.81642569561841e-06	0.995144079184547	46.5375
3724	18.62	0.001963288782916	9.81644391458001e-06	9.79717550815942e-06	0.995153876360055	46.55
3725	18.625	0.00195943873891027	9.79719369455136e-06	9.77796166091466e-06	0.995163654321716	46.5625
3726	18.63	0.00195559596295808	9.77797981479042e-06	9.75878408890525e-06	0.995173413105805	46.575
3727	18.635	0.00195176044206364	9.75880221031822e-06	9.73964272725899e-06	0.995183152748532	46.5875
3728	18.64	0.0019479321632525	9.73966081626251e-06	9.72053751121032e-06	0.995192873286043	46.6
3729	18.645	0.00194411111357152	9.7205555678576e-06	9.70146837609999e-06	0.995202574754419	46.6125
3730	18.65	0.00194029728008884	9.70148640044422e-06	9.68243525737507e-06	0.995212257189677	46.625
3731	18.655	0.00193649064989387	9.68245324946936e-06	9.66343809058878e-06	0.995221920627767	46.6375
3732	18.66	0.00193269121009723	9.66345605048613e-06	9.64447681140024e-06	0.995231565104579	46.65
3733	18.665	0.00192889894783072	9.64449473915359e-06	9.62555135557441e-06	0.995241190655934	46.6625
3734	18.67	0.00192511385024733	9.62556925123664e-06	9.60666165898191e-06	0.995250797317593	46.675
3735	18.675	0.00192133590452117	9.60667952260583e-06	9.58780765759894e-06	0.995260385125251	46.6875
3736	18.68	0.00191756509784745	9.58782548923725e-06	9.56898928750698e-06	0.995269954114538	46.7
3737	18.685	0.00191380141744247	9.56900708721234e-06	9.5502064848928e-06	0.995279504321023	46.7125
3738	18.69	0.00191004485054355	9.55022425271777e-06	9.53145918604818e-06	0.995289035780209	46.725
3739	18.695	0.00190629538440906	9.53147692204529e-06	9.51274732736992e-06	0.995298548527537	46.7375
3740	18.7	0.00190255300631832	9.51276503159158e-06	9.49407084535952e-06	0.995308042598382	46.75
3741	18.705	0.00189881770357161	9.49408851785807e-06	9.4754296766231e-06	0.995317518028059	46.7625
3742	18.71	0.00189508946349017	9.47544731745084e-06	9.45682375787136e-06	0.995326974851817	46.775
3743	18.715	0.0018913682734161	9.45684136708048e-06	9.43825302591923e-06	0.995336413104842	46.7875
3744	18.72	0.00188765412071237	9.43827060356186e-06	9.41971741768587e-06	0.99534583282226	46.8
3745	18.725	0.00188394699276281	9.41973496381406e-06	9.40121687019446e-06	0.99535523403913	46.8125
3746	18.73	0.00188024687697204	9.40123438486021e-06	9.38275132057212e-06	0.995364616790451	46.825
3747	18.735	0.00187655376076547	9.38276880382734e-06	9.36432070604968e-06	0.995373981111157	46.8375
3748	18.74	0.00187286763158924	9.36433815794618e-06	9.34592496396153e-06	0.995383327036121	46.85
3749	18.745	0.00186918847691022	9.34594238455111e-06	9.32756403174561e-06	0.995392654600153	46.8625
3750	18.75	0.00186551628421599	9.32758142107993e-06	9.30923784694308e-06	0.995401963838	46.875
3751	18.755	0.00186185104101475	9.30925520507376e-06	9.29094634719828e-06	0.995411254784347	46.8875
3752	18.76	0.00185819273483537	9.29096367417687e-06	9.27268947025856e-06	0.995420527473817	46.9
3753	18.765	0.00185454135322731	9.27270676613653e-06	9.25446715397418e-06	0.995429781940971	46.9125
3754	18.77	0.00185089688376058	9.25448441880292e-06	9.23627933629804e-06	0.995439018220307	46.925
3755	18.775	0.00184725931402578	9.23629657012888e-06	9.21812595528567e-06	0.995448236346262	46.9375
3756	18.78	0.00184362863163397	9.21814315816986e-06	9.20000694909504e-06	0.995457436353212	46.95
3757	18.785	0.00184000482421675	9.20002412108374e-06	9.18192225598633e-06	0.995466618275468	46.9625
3758	18.79	0.00183638787942613	9.18193939713067e-06	9.16387181432193e-06	0.995475782147282	46.975
3759	18.795	0.00183277778493458	9.16388892467292e-06	9.14585556256617e-06	0.995484928002844	46.9875
3760	18.8	0.00182917452843496	9.14587264217479e-06	9.12787343928527e-06	0.995494055876284	47
3761	18.805	0.00182557809764048	9.12789048820239e-06	9.10992538314712e-06	0.995503165801667	47.0125
3762	18.81	0.00182198848028471	9.10994240142356e-06	9.09201133292117e-06	0.995512257813	47.025
3763	18.815	0.00181840566412153	9.09202832060766e-06	9.07413122747825e-06	0.995521331944227	47.0375
3764	18.82	0.0018148296369251	9.07414818462549e-06	9.05628500579056e-06	0.995530388229233	47.05
3765	18.825	0.00181126038648982	9.05630193244911e-06	9.03847260693129e-06	0.99553942670184	47.0625
3766	18.83	0.00180769790063034	9.03848950315169e-06	9.02069397007467e-06	0.99554844739581	47.075
3767	18.835	0.00180414216718148	9.02071083590739e-06	9.0029490344958e-06	0.995557450344845	47.0875
3768	18.84	0.00180059317399824	9.0029658699912e-06	8.9852377395704e-06	0.995566435582584	47.1
3769	18.845	0.00179705090895576	8.98525454477878e-06	8.96756002477475e-06	0.995575403142609	47.1125
3770	18.85	0.00179351535994927	8.96757679974636e-06	8.94991582968554e-06	0.995584353058439	47.125
3771	18.855	0.00178998651489411	8.94993257447055e-06	8.93230509397976e-06	0.995593285363533	47.1375
3772	18.86	0.00178646436172565	8.93232180862824e-06	8.91472775743443e-06	0.99560220009129	47.15
3773	18.865	0.00178294888839928	8.91474444199641e-06	8.89718375992657e-06	0.99561109727505	47.1625
3774	18.87	0.0017794400828904	8.89720041445202e-06	8.87967304143309e-06	0.995619976948092	47.175
3775	18.875	0.00177593793319437	8.87968966597186e-06	8.86219554203048e-06	0.995628839143634	47.1875
3776	18.88	0.00177244242732648	8.86221213663239e-06	8.84475120189484e-06	0.995637683894836	47.2
3777	18.885	0.00176895355332192	8.84476776660962e-06	8.82733996130163e-06	0.995646511234797	47.2125
3778	18.89	0.00176547129923579	8.82735649617895e-06	8.80996176062561e-06	0.995655321196558	47.225
3779	18.895	0.00176199565314301	8.80997826571506e-06	8.7926165403406e-06	0.995664113813098	47.2375
3780	18.9	0.00175852660313834	8.79263301569169e-06	8.7753042410194e-06	0.995672889117339	47.25
3781	18.905	0.00175506413733632	8.77532068668159e-06	8.75802480333369e-06	0.995681647142142	47.2625
3782	18.91	0.00175160824387127	8.75804121935635e-06	8.74077816805376e-06	0.99569038792031	47.275
3783	18.915	0.00174815891089724	8.7407945544862e-06	8.72356427604849e-06	0.995699111484586	47.2875
3784	18.92	0.00174471612658799	8.72358063293993e-06	8.70638306828511e-06	0.995707817867655	47.3
3785	18.925	0.00174127987913695	8.70639939568475e-06	8.6892344858292e-06	0.995716507102141	47.3125
3786	18.93	0.00173785015675722	8.68925078378611e-06	8.67211846984438e-06	0.99572517922061	47.325
3787	18.935	0.00173442694768152	8.67213473840758e-06	8.65503496159225e-06	0.995733834255572	47.3375
3788	18.94	0.00173101024016214	8.6550512008107e-06	8.63798390243227e-06	0.995742472239474	47.35
3789	18.945	0.00172760002247097	8.63800011235487e-06	8.62096523382163e-06	0.995751093204708	47.3625
3790	18.95	0.00172419628289943	8.62098141449715e-06	8.60397889731497e-06	0.995759697183606	47.375
3791	18.955	0.00172079900975844	8.60399504879218e-06	8.58702483456442e-06	0.99576828420844	47.3875
3792	18.96	0.0017174081913784	8.58704095689199e-06	8.57010298731938e-06	0.995776854311427	47.4
3793	18.965	0.00171402381610918	8.5701190805459e-06	8.55321329742634e-06	0.995785407524725	47.4125
3794	18.97	0.00171064587232007	8.55322936160035e-06	8.5363557068288e-06	0.995793943880432	47.425
3795	18.975	0.00170727434839975	8.53637174199875e-06	8.51953015756711e-06	0.995802463410589	47.4375
3796	18.98	0.00170390923275628	8.5195461637814e-06	8.50273659177835e-06	0.995810966147181	47.45
3797	18.985	0.00170055051381706	8.50275256908529e-06	8.48597495169612e-06	0.995819452122133	47.4625
3798	18.99	0.00169719818002879	8.48599090014396e-06	8.46924517965047e-06	0.995827921367312	47.475
3799	18.995	0.00169385221985748	8.46926109928741e-06	8.45254721806779e-06	0.99583637391453	47.4875
3800	19	0.00169051262178838	8.45256310894191e-06	8.43588100947054e-06	0.99584480979554	47.5
3801	19.005	0.00168717937432598	8.43589687162989e-06	8.41924649647723e-06	0.995853229042036	47.5125
3802	19.01	0.00168385246599396	8.41926232996978e-06	8.40264362180222e-06	0.995861631685658	47.525
3803	19.015	0.00168053188533518	8.40265942667588e-06	8.38607232825565e-06	0.995870017757986	47.5375
3804	19.02	0.00167721762091165	8.38608810455825e-06	8.36953255874321e-06	0.995878387290545	47.55
3805	19.025	0.0016739096613045	8.3695483065225e-06	8.35302425626603e-06	0.995886740314802	47.5625
3806	19.03	0.00167060799511394	8.35303997556972e-06	8.33654736392062e-06	0.995895076862165	47.575
3807	19.035	0.00166731261095926	8.33656305479631e-06	8.3201018248986e-06	0.99590339696399	47.5875
3808	19.04	0.00166402349747877	8.32011748739385e-06	8.30368758248664e-06	0.995911700651573	47.6
3809	19.045	0.00166074064332979	8.30370321664894e-06	8.28730458006633e-06	0.995919987956153	47.6125
3810	19.05	0.00165746403718862	8.2873201859431e-06	8.27095276111404e-06	0.995928258908914	47.625
3811	19.055	0.00165419366775052	8.27096833875262e-06	8.25463206920071e-06	0.995936513540983	47.6375
3812	19.06	0.00165092952372967	8.25464761864837e-06	8.23834244799179e-06	0.995944751883431	47.65
3813	19.065	0.00164767159385915	8.23835796929575e-06	8.22208384124707e-06	0.995952973967272	47.6625
3814	19.07	0.00164441986689089	8.22209933445447e-06	8.2058561928206e-06	0.995961179823465	47.675
3815	19.075	0.0016411743315957	8.2058716579785e-06	8.18965944666043e-06	0.995969369482912	47.6875
3816	19.08	0.00163793497676317	8.18967488381583e-06	8.17349354680856e-06	0.995977542976459	47.7
3817	19.085	0.00163470179120168	8.17350895600841e-06	8.15735843740084e-06	0.995985700334896	47.7125
3818	19.09	0.0016314747637384	8.15737381869199e-06	8.14125406266673e-06	0.995993841588959	47.725
3819	19.095	0.0016282538832192	8.14126941609598e-06	8.12518036692923e-06	0.996001966769326	47.7375
3820	19.1	0.00162503913850866	8.1251956925433e-06	8.10913729460469e-06	0.99601007590662	47.75
3821	19.105	0.00162183051849005	8.10915259245027e-06	8.09312479020281e-06	0.996018169031411	47.7625
3822	19.11	0.00161862801206529	8.09314006032646e-06	8.0771427983263e-06	0.996026246174209	47.775
3823	19.115	0.00161543160815491	8.07715804077454e-06	8.06119126367088e-06	0.996034307365473	47.7875
3824	19.12	0.00161224129569804	8.06120647849019e-06	8.04527013102515e-06	0.996042352635604	47.8
3825	19.125	0.00160905706365238	8.0452853182619e-06	8.02937934527036e-06	0.996050382014949	47.8125
3826	19.13	0.00160587890099417	8.02939450497087e-06	8.01351885138036e-06	0.9960583955338	47.825
3827	19.135	0.00160270679671818	8.01353398359088e-06	7.99768859442142e-06	0.996066393222395	47.8375
3828	19.14	0.00159954073983763	7.99770369918815e-06	7.98188851955214e-06	0.996074375110914	47.85
3829	19.145	0.00159638071938423	7.98190359692117e-06	7.96611857202323e-06	0.996082341229486	47.8625
3830	19.15	0.00159322672440812	7.96613362204062e-06	7.95037869717746e-06	0.996090291608183	47.875
3831	19.155	0.00159007874397784	7.9503937198892e-06	7.93466884044952e-06	0.996098226277024	47.8875
3832	19.16	0.0015869367671803	7.9346838359015e-06	7.91898894736578e-06	0.996106145265971	47.9
3833	19.165	0.00158380078312077	7.91900391560386e-06	7.9033389635443e-06	0.996114048604935	47.9125
3834	19.17	0.00158067078092285	7.90335390461425e-06	7.88771883469459e-06	0.996121936323769	47.925
3835	19.175	0.00157754674972843	7.88773374864213e-06	7.87212850661756e-06	0.996129808452276	47.9375
3836	19.18	0.00157442867869766	7.87214339348832e-06	7.85656792520527e-06	0.996137665020201	47.95
3837	19.185	0.00157131655700897	7.85658278504483e-06	7.84103703644092e-06	0.996145506057238	47.9625
3838	19.19	0.00156821037385896	7.84105186929478e-06	7.8255357863986e-06	0.996153331593024	47.975
3839	19.195	0.00156511011846245	7.82555059231224e-06	7.81006412124332e-06	0.996161141657145	47.9875
3840	19.2	0.00156201578005241	7.81007890026207e-06	7.79462198723066e-06	0.996168936279132	48
3841	19.205	0.00155892734787997	7.79463673939985e-06	7.7792093307068e-06	0.996176715488463	48.0125
3842	19.21	0.00155584481121433	7.77922405607166e-06	7.76382609810835e-06	0.996184479314561	48.025
3843	19.215	0.00155276815934281	7.76384079671406e-06	7.74847223596217e-06	0.996192227786797	48.0375
3844	19.22	0.00154969738157077	7.74848690785383e-06	7.73314769088527e-06	0.996199960934488	48.05
3845	19.225	0.00154663246722159	7.73316233610793e-06	7.71785240958468e-06	0.996207678786898	48.0625
3846	19.23	0.00154357340563666	7.71786702818331e-06	7.70258633885734e-06	0.996215381373237	48.075
3847	19.235	0.00154052018617537	7.70260093087685e-06	7.68734942558989e-06	0.996223068722662	48.0875
3848	19.24	0.00153747279821502	7.68736399107512e-06	7.67214161675861e-06	0.996230740864279	48.1
3849	19.245	0.00153443123115087	7.67215615575433e-06	7.65696285942928e-06	0.996238397827138	48.1125
3850	19.25	0.00153139547439604	7.6569773719802e-06	7.641813100757e-06	0.996246039640239	48.125
3851	19.255	0.00152836551738155	7.64182758690777e-06	7.6266922879861e-06	0.996253666332527	48.1375
3852	19.26	0.00152534134955626	7.62670674778129e-06	7.61160036844999e-06	0.996261277932895	48.15
3853	19.265	0.00152232296038682	7.61161480193412e-06	7.59653728957107e-06	0.996268874470185	48.1625
3854	19.27	0.00151931033935771	7.59655169678857e-06	7.58150299886053e-06	0.996276455973184	48.175
3855	19.275	0.00151630347597115	7.58151737985577e-06	7.56649744391822e-06	0.996284022470628	48.1875
3856	19.28	0.00151330235974711	7.56651179873554e-06	7.55152057243263e-06	0.9962915739912	48.2
3857	19.285	0.00151030698022325	7.55153490111626e-06	7.53657233218061e-06	0.996299110563532	48.2125
3858	19.29	0.00150731732695495	7.53658663477474e-06	7.52165267102734e-06	0.996306632216203	48.225
3859	19.295	0.00150433338951521	7.52166694757607e-06	7.50676153692613e-06	0.99631413897774	48.2375
3860	19.3	0.00150135515749471	7.50677578747353e-06	7.49189887791838e-06	0.996321630876618	48.25
3861	19.305	0.00149838262050168	7.49191310250842e-06	7.47706464213335e-06	0.99632910794126	48.2625
3862	19.31	0.00149541576816199	7.47707884080995e-06	7.46225877778809e-06	0.996336570200038	48.275
3863	19.315	0.00149245459011902	7.4622729505951e-06	7.44748123318726e-06	0.996344017681271	48.2875
3864	19.32	0.0014894990760337	7.44749538016848e-06	7.4327319567231e-06	0.996351450413228	48.3
3865	19.325	0.00148654921558445	7.43274607792225e-06	7.41801089687516e-06	0.996358868424125	48.3125
3866	19.33	0.00148360499846718	7.41802499233589e-06	7.40331800221027e-06	0.996366271742127	48.325
3867	19.335	0.00148066641439524	7.40333207197619e-06	7.38865322138241e-06	0.996373660395348	48.3375
3868	19.34	0.00147773345309941	7.38866726549704e-06	7.37401650313251e-06	0.996381034411852	48.35
3869	19.345	0.00147480610432786	7.3740305216393e-06	7.35940779628836e-06	0.996388393819648	48.3625
3870	19.35	0.00147188435784614	7.35942178923072e-06	7.34482704976451e-06	0.996395738646698	48.375
3871	19.355	0.00146896820343716	7.34484101718578e-06	7.3302742125621e-06	0.99640306892091	48.3875
3872	19.36	0.00146605763090111	7.33028815450554e-06	7.31574923376875e-06	0.996410384670144	48.4
3873	19.365	0.00146315263005551	7.31576315027756e-06	7.30125206255839e-06	0.996417685922206	48.4125
3874	19.37	0.00146025319073515	7.30126595367573e-06	7.28678264819123e-06	0.996424972704855	48.425
3875	19.375	0.00145735930279203	7.28679651396016e-06	7.27234094001351e-06	0.996432245045795	48.4375
3876	19.38	0.00145447095609541	7.27235478047704e-06	7.25792688745745e-06	0.996439502972682	48.45
3877	19.385	0.0014515881405317	7.25794070265852e-06	7.24354044004107e-06	0.996446746513122	48.4625
3878	19.39	0.00144871084600452	7.24355423002258e-06	7.22918154736816e-06	0.99645397569467	48.475
3879	19.395	0.00144583906243458	7.22919531217292e-06	7.21485015912801e-06	0.996461190544829	48.4875
3880	19.4	0.00144297277975975	7.21486389879877e-06	7.20054622509538e-06	0.996468391091054	48.5
3881	19.405	0.00144011198793497	7.20055993967484e-06	7.18626969513038e-06	0.996475577360749	48.5125
3882	19.41	0.00143725667693223	7.18628338466115e-06	7.17202051917824e-06	0.996482749381268	48.525
3883	19.415	0.00143440683674058	7.1720341837029e-06	7.15779864726931e-06	0.996489907179915	48.5375
3884	19.42	0.00143156245736607	7.15781228683035e-06	7.14360402951883e-06	0.996497050783945	48.55
3885	19.425	0.00142872352883174	7.14361764415869e-06	7.1294366161269e-06	0.996504180220561	48.5625
3886	19.43	0.00142589004117759	7.12945020588794e-06	7.11529635737823e-06	0.996511295516918	48.575
3887	19.435	0.00142306198446055	7.11530992230277e-06	7.10118320364214e-06	0.996518396700122	48.5875
3888	19.44	0.00142023934875448	7.10119674377241e-06	7.08709710537233e-06	0.996525483797227	48.6
3889	19.445	0.0014174221241501	7.08711062075052e-06	7.07303801310684e-06	0.99653255683524	48.6125
3890	19.45	0.00141461030075501	7.07305150377507e-06	7.05900587746784e-06	0.996539615841118	48.625
3891	19.455	0.00141180386869363	7.05901934346816e-06	7.04500064916157e-06	0.996546660841767	48.6375
3892	19.46	0.00140900281810719	7.04501409053597e-06	7.03102227897819e-06	0.996553691864046	48.65
3893	19.465	0.00140620713915372	7.0310356957686e-06	7.01707071779163e-06	0.996560708934764	48.6625
3894	19.47	0.00140341682200798	7.01708411003991e-06	7.0031459165595e-06	0.99656771208068	48.675
3895	19.475	0.00140063185686149	7.00315928430745e-06	6.98924782632294e-06	0.996574701328507	48.6875
3896	19.48	0.00139785223392246	6.98926116961231e-06	6.97537639820653e-06	0.996581676704905	48.7
3897	19.485	0.0013950779434158	6.97538971707898e-06	6.9615315834181e-06	0.996588638236488	48.7125
3898	19.49	0.00139230897558305	6.96154487791524e-06	6.94771333324865e-06	0.996595585949821	48.725
3899	19.495	0.00138954532068241	6.94772660341206e-06	6.93392159907227e-06	0.99660251987142	48.7375
3900	19.5	0.00138678696898868	6.93393484494341e-06	6.92015633234589e-06	0.996609440027753	48.75
3901	19.505	0.00138403391079324	6.92016955396618e-06	6.90641748460925e-06	0.996616346445237	48.7625
3902	19.51	0.00138128613640401	6.90643068202006e-06	6.89270500748475e-06	0.996623239150245	48.775
3903	19.515	0.00137854363614548	6.8927181807274e-06	6.87901885267738e-06	0.996630118169098	48.7875
3904	19.52	0.00137580640035862	6.87903200179308e-06	6.86535897197445e-06	0.99663698352807	48.8
3905	19.525	0.00137307441940088	6.86537209700438e-06	6.85172531724561e-06	0.996643835253387	48.8125
3906	19.53	0.00137034768364618	6.8517384182309e-06	6.83811784044269e-06	0.996650673371227	48.825
3907	19.535	0.00136762618348487	6.83813091742437e-06	6.82453649359953e-06	0.996657497907721	48.8375
3908	19.54	0.00136490990932372	6.82454954661859e-06	6.81098122883187e-06	0.99666430888895	48.85
3909	19.545	0.00136219885158585	6.81099425792924e-06	6.79745199833725e-06	0.996671106340948	48.8625
3910	19.55	0.00135949300071076	6.79746500355381e-06	6.78394875439494e-06	0.996677890289702	48.875
3911	19.555	0.00135679234715429	6.78396173577147e-06	6.77047144936566e-06	0.996684660761152	48.8875
3912	19.56	0.00135409688138858	6.77048440694291e-06	6.75702003569161e-06	0.996691417781187	48.9
3913	19.565	0.00135140659390205	6.75703296951025e-06	6.74359446589624e-06	0.996698161375653	48.9125
3914	19.57	0.00134872147519938	6.74360737599691e-06	6.73019469258423e-06	0.996704891570346	48.925
3915	19.575	0.00134604151580149	6.73020757900747e-06	6.71682066844127e-06	0.996711608391014	48.9375
3916	19.58	0.00134336670624551	6.71683353122757e-06	6.70347234623397e-06	0.99671831186336	48.95
3917	19.585	0.00134069703708475	6.70348518542377e-06	6.69014967880979e-06	0.996725002013039	48.9625
3918	19.59	0.00133803249888869	6.69016249444346e-06	6.67685261909682e-06	0.996731678865658	48.975
3919	19.595	0.00133537308224294	6.67686541121468e-06	6.66358112010375e-06	0.996738342446779	48.9875
3920	19.6	0.00133271877774921	6.66359388874603e-06	6.65033513491966e-06	0.996744992781913	49
3921	19.605	0.00133006957602531	6.65034788012656e-06	6.637114616714e-06	0.99675162989653	49.0125
3922	19.61	0.00132742546770513	6.63712733852565e-06	6.62391951873638e-06	0.996758253816049	49.025
3923	19.615	0.00132478644343857	6.62393221719283e-06	6.61074979431645e-06	0.996764864565843	49.0375
3924	19.62	0.00132215249389155	6.61076246945773e-06	6.5976053968639e-06	0.99677146217124	49.05
3925	19.625	0.00131952360974598	6.59761804872992e-06	6.58448627986815e-06	0.99677804665752	49.0625
3926	19.63	0.00131689978169976	6.58449890849881e-06	6.57139239689837e-06	0.996784618049917	49.075
3927	19.635	0.0013142810004667	6.5714050023335e-06	6.5583237016033e-06	0.996791176373618	49.0875
3928	19.64	0.00131166725677653	6.55833628388266e-06	6.54528014771118e-06	0.996797721653766	49.1
3929	19.645	0.00130905854137489	6.54529270687446e-06	6.53226168902954e-06	0.996804253915455	49.1125
3930	19.65	0.00130645484502328	6.53227422511638e-06	6.51926827944515e-06	0.996810773183735	49.125
3931	19.655	0.00130385615849903	6.51928079249514e-06	6.50629987292389e-06	0.996817279483608	49.1375
3932	19.66	0.00130126247259531	6.50631236297655e-06	6.49335642351062e-06	0.996823772840031	49.15
3933	19.665	0.00129867377812108	6.4933688906054e-06	6.48043788532903e-06	0.996830253277917	49.1625
3934	19.67	0.00129609006590107	6.48045032950533e-06	6.46754421258156e-06	0.996836720822129	49.175
3935	19.675	0.00129351132677575	6.46755663387873e-06	6.4546753595493e-06	0.996843175497489	49.1875
3936	19.68	0.00129093755160132	6.45468775800661e-06	6.4418312805918e-06	0.996849617328769	49.2
3937	19.685	0.00128836873124969	6.44184365624847e-06	6.42901193014701e-06	0.996856046340699	49.2125
3938	19.69	0.00128580485660844	6.42902428304219e-06	6.41621726273109e-06	0.996862462557962	49.225
3939	19.695	0.00128324591858078	6.4162295929039e-06	6.40344723293842e-06	0.996868866005195	49.2375
3940	19.7	0.00128069190808558	6.40345954042789e-06	6.39070179544134e-06	0.996875256706991	49.25
3941	19.705	0.00127814281605729	6.39071408028644e-06	6.37798090499008e-06	0.996881634687895	49.2625
3942	19.71	0.00127559863344595	6.37799316722974e-06	6.36528451641271e-06	0.996887999972412	49.275
3943	19.715	0.00127305935121716	6.36529675608579e-06	6.35261258461491e-06	0.996894352584996	49.2875
3944	19.72	0.00127052496035204	6.3526248017602e-06	6.33996506457989e-06	0.996900692550061	49.3
3945	19.725	0.00126799545184723	6.33997725923614e-06	6.32734191136833e-06	0.996907019891973	49.3125
3946	19.73	0.00126547081671484	6.32735408357422e-06	6.3147430801182e-06	0.996913334635053	49.325
3947	19.735	0.00126295104598247	6.31475522991235e-06	6.30216852604464e-06	0.996919636803579	49.3375
3948	19.74	0.00126043613069312	6.30218065346561e-06	6.28961820443984e-06	0.996925926421783	49.35
3949	19.745	0.00125792606190523	6.28963030952615e-06	6.27709207067301e-06	0.996932203513854	49.3625
3950	19.75	0.00125542083069262	6.27710415346309e-06	6.26459008019011e-06	0.996938468103934	49.375
3951	19.755	0.00125292042814447	6.26460214072235e-06	6.25211218851386e-06	0.996944720216123	49.3875
3952	19.76	0.00125042484536532	6.25212422682659e-06	6.23965835124355e-06	0.996950959874474	49.4
